_id,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
10625,RESIDENTIAL CARE ELDERLY,342700236,SILVER OAKS SENIOR LIVING,SILVER OAKS SENIOR LIVING,"MASSOTH, STEPHANIE",(916) 764-8628,2517 GUNN ROAD,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,5/17/2018,,5252025
10741,RESIDENTIAL CARE ELDERLY,345920103,SOLENZA HOME CARE,SOLENZA HOME CARE LLC,"ABEBE, RAHEL",(916) 248-0338,5525 BARBARA WAY,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,8/16/2024,,5252025
10812,RESIDENTIAL CARE ELDERLY,342700761,SPLENDOR OAKS SENIOR LIVING 1,KCL QUALITY CARE LLC,"LEE, KEVIN",(916) 993-9921,3609 VOLEYN ST,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,11/5/2020,,5252025
10817,RESIDENTIAL CARE ELDERLY,345920137,"SPLENDOR OF CARMICHAEL AT KEANE, LLC, THE","SPLENDOR OF CARMICHAEL AT KEANE, LLC, THE","VO, LUIGI",(916) 550-2908,4921 KEANE DR,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,10/8/2024,,5252025
10819,RESIDENTIAL CARE ELDERLY,345920141,"SPLENDOR OF CARMICHAEL AT PALM, LLC, THE","SPLENDOR OF CARMICHAEL AT PALM, LLC, THE","VO, LUIGI",(916) 550-2908,2839 CALIFORNIA AVE.,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,8/29/2024,,5252025
11160,RESIDENTIAL CARE ELDERLY,345003018,SUNNY BLISS,"CARRASCO-TORRES, LLC","ROMERO, RUSSEL",(916) 844-7930,4604 ASHEVILLE COURT,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,3/16/2023,,5252025
11209,RESIDENTIAL CARE ELDERLY,347004346,SUNRISE ASSISTED LIVING OF CARMICHAEL,MS CARMICHAEL SH LLC; SUNRISE SENIOR LIVING MGT,TANIA LANGLAND,(916) 485-4500,5451 FAIR OAKS BLVD,CARMICHAEL,CA,95608,SACRAMENTO,59,66,LICENSED,7/24/2009,,5252025
11624,RESIDENTIAL CARE ELDERLY,345920282,TREASURED ONES SENIOR LIVING LLC,"TREASURED ONES SENIOR LIVING, LLC","WEITNAUER, CHRISTINE",(916) 835-9538,5901 DEL CAMPO LANE,CARMICHAEL,CA,95608,SACRAMENTO,59,6,PENDING,,,5252025
11800,RESIDENTIAL CARE ELDERLY,345920225,VARTA'S PLACE,VARTA'S PLACE,"SHELUDCHENKO, ALEKSANDR",(916) 917-2000,4901 MELVIN DRIVE,CARMICHAEL,CA,95608,SACRAMENTO,59,6,PENDING,,,5252025
11918,RESIDENTIAL CARE ELDERLY,345920331,VILLA CAPRI RCFE,"HERRERA, DAIGARA VANESSA","HERRERA, DAIGARA VANESSA",(408) 373-0652,6132 VILLA CAPRI CT,CARMICHAEL,CA,95608,SACRAMENTO,59,6,PENDING,,,5252025
11950,RESIDENTIAL CARE ELDERLY,347002829,VILLA LINDA,"BACHIS, GABRIEL","BACHIS, GABRIEL",(916) 217-2056,6501 LINDA WAY,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,12/29/2005,,5252025
12149,RESIDENTIAL CARE ELDERLY,347003743,WALNUT HOME CARE,"OLTEAN, MARIANA","OLTEAN, MARIANA",(916) 718-6870,4120 WALNUT AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,59,6,LICENSED,11/28/2007,,5252025
12150,RESIDENTIAL CARE ELDERLY,342700186,WALNUT HOUSE,"SOLAR SR. LVG, LLC; CIMINOCARE","LOPEZ, ALLISON",(916) 483-6612,3401 WALNUT AVE,CARMICHAEL,CA,95608,SACRAMENTO,59,110,LICENSED,8/6/2018,,5252025
1266,RESIDENTIAL CARE ELDERLY,345920229,ANGEL TOUCH MEMORY CARE LLC,ANGEL TOUCH MEMORY CARE LLC,"ANDREASYAN, CHRISTINA",(916) 796-3621,7765 COTTINGHAM WAY,CIRTUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,2/5/2025,,5252025
263,RESIDENTIAL CARE ELDERLY,347004242,A GARDEN OF PARADISE CARE HOME,OKSANA DOLDIER,OKSANA DOLDIER,(916) 560-3977,7789 SPENCER LANE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,2/9/2009,,5252025
426,RESIDENTIAL CARE ELDERLY,347002709,A TLC HOME,"POP, AURICA","POP, AURICA",(916) 725-2008,7338 CROSS DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,12/13/2004,,5252025
483,RESIDENTIAL CARE ELDERLY,347005371,AAA CARE,"MICLEA, DAVID","MICLEA, DAVID",(916) 242-0907,8445 OLD AUBURN ROAD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,6/24/2014,,5252025
656,RESIDENTIAL CARE ELDERLY,345002847,ADAMS RESIDENTIAL CARE SERVICES LLC,ADAMS RESIDENTIAL CARE SERVICES LLC,"CAILING, ESTELITA",(916) 390-6144,7809 OLD AUBURN RD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,1/12/2022,,5252025
869,RESIDENTIAL CARE ELDERLY,342700854,ALEXA'S ELDERLY CARE #2,"A & L SENIOR CARE, LLC","ROZOLEANU, ALEXANDRA",(916) 634-6304,6905 LE HAVRE WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,10/22/2020,,5252025
1071,RESIDENTIAL CARE ELDERLY,342700547,AMAZING GRACE ELDER CARE LLC,AMAZING GRACE ELDER CARE LLC,"STERLING, GRACE KELLYN",(916) 801-4386,6015 TUPELO DRIVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,5/10/2019,,5252025
1183,RESIDENTIAL CARE ELDERLY,342700231,ANA'S LOVING HOME CARE,ANA'S LOVING HOME CARE LLC,"CAI, ANA, MARIA",(916) 722-7300,7544 SOQUEL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/13/2017,,5252025
2057,RESIDENTIAL CARE ELDERLY,347005209,"BEST LIFE HOME CARE, LLC.","BEST LIFE HOME CARE, LLC.","BUTTS, CHRIS",(916) 726-2292,7205 BARANGA DRIVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,9/27/2013,,5252025
2077,RESIDENTIAL CARE ELDERLY,347001208,BETHESDA,"BURACHEK, VICTOR",VICTOR BURACHEK,(916) 723-4960,8312 BRAMBLE TREE WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,12/23/1998,,5252025
2088,RESIDENTIAL CARE ELDERLY,345002852,BETTER CARE SENIOR LIVING,"HEGSETH, NICOLETA","HEGSETH, NICOLETA",(916) 735-3485,7528 PARK DR,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,2/1/2022,,5252025
2419,RESIDENTIAL CARE ELDERLY,347003712,BROOKDALE SYLVAN RANCH,BREA CITRUS HEIGHTS LLC; EMERITUS CORPORATION,JERILYN PUROL,(916) 729-2722,7375 STOCK RANCH RD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,56,LICENSED,5/1/2007,,5252025
2430,RESIDENTIAL CARE ELDERLY,342700694,BROOKHAVEN HOME CARE,BROOKHAVEN HOME CARE LLC,"ARTAN, ADELA CLAUDIA",(916) 903-7688,5916 SHADOW OAK DRIVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,12/20/2019,,5252025
2561,RESIDENTIAL CARE ELDERLY,347004054,CALVIN DRIVE CARE HOME,"PUHA, MIRCEA","PUHA, MIRCEA",(916) 723-1374,7221 CALVIN DR,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,10/6/2008,,5252025
2600,RESIDENTIAL CARE ELDERLY,347000931,CANDLELIGHT HOME CARE,"CANDLELIGHT HOME CARE RCFE, LLC","DOBRE, EMIL",(916) 725-5680,7224 CANDLELIGHT WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,11/13/1997,,5252025
2703,RESIDENTIAL CARE ELDERLY,345002811,CAREHAVEN VALENCIA,CAREHAVEN LLC,"KIM, DAVID",(916) 928-7017,7545 ORANGE DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,8/18/2021,,5252025
2813,RESIDENTIAL CARE ELDERLY,345002878,CARMEN ELDERLY CARE,"A&C SENIOR CARE, LLC","ION, CARMEN",(916) 673-6607,7548 ALMONDWOOD AVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,5,LICENSED,4/15/2022,,5252025
3146,RESIDENTIAL CARE ELDERLY,345002886,CITRUS CREST CARE HOME 1,CITRUS CREST CARE HOME 1 LLC,"CHAVEZ, ANGELICA",(916) 728-1338,6906 HENNING DRIVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,3/2/2022,,5252025
3147,RESIDENTIAL CARE ELDERLY,345002946,CITRUS CREST CARE HOME 2,CITRUS CREST CARE HOME 2 LLC,"SOUMAHORO, MUAMOUDOU",(916) 904-0027,6813 MARINVALE DR,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,10/28/2022,,5252025
3148,RESIDENTIAL CARE ELDERLY,347003642,CITRUS GARDEN CARE HOME,"DRON, LARISA","DRON, LARISA",(916) 965-4055,5648 TIMMERMAN WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,3/6/2008,,5252025
3152,RESIDENTIAL CARE ELDERLY,345920230,CITRUS HEIGHTS SENIOR LIVING,A-1 ASSISTED LIVING LLC,"SAHOTA, SUKHMAN",(916) 716-5999,8440 EDGECLIFF COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,1/7/2025,,5252025
3153,RESIDENTIAL CARE ELDERLY,347001498,CITRUS HEIGHTS TERRACE,CITRUS HEIGHTS TERRACE,VERONICA MORALES,(916) 727-4400,7952 OLD AUBURN ROAD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,49,LICENSED,4/13/2000,,5252025
3155,RESIDENTIAL CARE ELDERLY,345002924,CITRUS PINES SENIOR LIVING,"AJHASUN, LLC","KELLY, JANELYN",(279) 529-2045,8300 PATTON AVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,9/6/2022,,5252025
3281,RESIDENTIAL CARE ELDERLY,342700471,COGIR OF STOCK RANCH,WELLTOWER COGIR TENANT LLC;COGIR MGT USA INC,"DAVID JR., RICKY",(916) 725-7418,7418 STOCK RANCH RD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,99,LICENSED,2/1/2019,,5252025
3540,RESIDENTIAL CARE ELDERLY,347002045,COUNTRY OAKS MANOR,"MOLITVENIK, ALEX",ALEKSANDER MOLITVENIK,(916) 726-7110,7595 LINDEN AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/7/2003,,5252025
3551,RESIDENTIAL CARE ELDERLY,342700077,"COURTE AT CITRUS HEIGHTS, THE",CITRUS HEIGHTS MEMORY CARE DEV; SUNRISE OAKS MC PR,KYLIE WHITAKER,(916) 721-0644,6825 SUNRISE BLVD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,48,ON PROBATION,11/23/2016,,5252025
3672,RESIDENTIAL CARE ELDERLY,345920231,CYPRESS ESTATE LIVING,CYPRESS ESTATES LIVING INC,"LITA, JOHN D",(916) 696-8468,8012 MARIPOSA AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,PENDING,,,5252025
3755,RESIDENTIAL CARE ELDERLY,340317275,DAY AND NIGHT FACILITIES CARE,"BUTUZA, JOHN A.","BUTUZA, JOHN A.",(916) 965-3412,7430 WELLS AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,8/10/1992,,5252025
3809,RESIDENTIAL CARE ELDERLY,342700556,DELA PAZ CARE HOME,DELA PAZ LLC,"DELA PAZ, LOURDES",(916) 560-3232,6712 GREEN ASH CT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,4,LICENSED,5/23/2019,,5252025
3818,RESIDENTIAL CARE ELDERLY,342700111,DELICATE STEMS FOR THE ELDERLY,"GIUCHICI, ELENA",LAURA DOXAN,(916) 370-2417,7008 HERSHBERGER COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,5,LICENSED,3/20/2017,,5252025
3819,RESIDENTIAL CARE ELDERLY,345920212,"DELICATE STEMS FOR THE ELDERLY, INC.","DELICATE STEMS FOR THE ELDERLY, INC.","DOXAN, LAURA",(916) 560-3962,7008 HERSHBERGER COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,5,PENDING,,,5252025
4175,RESIDENTIAL CARE ELDERLY,342700707,"ELDERLY INN III, THE",MARINELA BARAC,"BARAC, MARINELA",(916) 729-1866,8361 CANYON OAK DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,1/23/2020,,5252025
4417,RESIDENTIAL CARE ELDERLY,347001947,EVA'S CARE HOME,"NEMETHY, EVA","NEMETHY, EVA",(916) 727-1904,8220 CATALPA DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/25/2002,,5252025
4459,RESIDENTIAL CARE ELDERLY,345920026,EVERGREEN PALMS SENIOR CARE LLC,EVERGREEN PALMS SENIOR CARE LLC,"MALIUCOV, TATIANA",(916) 205-2718,7013 ROLLINGWOOD BLVD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,9/7/2023,,5252025
5020,RESIDENTIAL CARE ELDERLY,347004679,GLORIOUS HOMES #1,"GLORIOUS CAREHOMES, INC.","OFFIAH, MICHAEL & WINIFRED",(916) 242-0735,6901 FRANELA WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,6/29/2011,,5252025
5107,RESIDENTIAL CARE ELDERLY,347002889,GOLDEN CREST CARE CENTER,"BURACHEK, VICTOR",VICTOR BURACHEK,(916) 725-6766,8120 PATTON AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/10/2004,,5252025
5482,RESIDENTIAL CARE ELDERLY,345002921,GRANNY'S COTTAGE LLC,GRANNY'S COTTAGE LLC,"BANCU, ADALBERTH",(916) 729-9319,7717 DEANTON CT.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/25/2022,,5252025
5723,RESIDENTIAL CARE ELDERLY,345920253,HARMONY HAVEN CARE HOME,HARMONY HAVEN CARE HOME LLC,"BAXTER, STEPHANIE GAIL",(530) 965-1600,7974 COBB ST,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,3/5/2025,,5252025
5868,RESIDENTIAL CARE ELDERLY,347004182,HELPING HANDS,ROSANA MEAD,ROSANA G. MEAD,(916) 723-2985,7655 PRINCE STREET,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,4/29/2009,,5252025
6121,RESIDENTIAL CARE ELDERLY,347003304,HOMEVILLE CARE,"VIERU, GABRIELA, VALENTIN","VIERU, GABRIELA",(916) 726-0777,6536 NORDIC COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,9/13/2006,,5252025
6233,RESIDENTIAL CARE ELDERLY,345920144,IN LOVING HANDS CARE HOME,SFERDIAN LLC,"SBINGU, ADINA",(916) 792-7664,7709 CHIPMUNK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,6/21/2024,,5252025
6234,RESIDENTIAL CARE ELDERLY,347004196,IN LOVING HANDS CARE HOME II,FLORICA & STEVE SFERDIAN,TETYANA HANKEVYCH,(916) 910-9827,7710 CHIPMUNK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,1/12/2009,,5252025
6810,RESIDENTIAL CARE ELDERLY,342700070,KIND CONNECTION,"KIND CONNECTION, LLC","DELA PAZ, MA. LOURDES",(916) 599-0477,8159 WACHTEL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/2/2016,,5252025
7101,RESIDENTIAL CARE ELDERLY,345920063,LEGACY SENIOR CARE,LEGACY SENIOR CARE LLC,"TUILOMA, ADI LINA",(916) 701-7737,7084 CANEVALLEY CIR,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,12/29/2023,,5252025
7262,RESIDENTIAL CARE ELDERLY,347004255,LIVING HEALTHY HOME CARE,"LIVING HEALTHY HOME CARE, LLC",TITUS POPA,(916) 628-4412,7540 SOQUEL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,3/9/2009,,5252025
7263,RESIDENTIAL CARE ELDERLY,347004256,"LIVING HEALTHY HOME CARE 2, LLC","LIVING HEALTHY HOME CARE 2, LLC",TITUS POPA,(916) 729-0253,7612 SOQUEL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,3/9/2009,,5252025
7266,RESIDENTIAL CARE ELDERLY,345002951,"LIVING WATER CARE HOME INC, THE","LIVING WATER CARE HOME INC, THE","PRANOTO, HERLINA",(279) 529-2233,7800 CLAYPOOL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/20/2022,,5252025
7491,RESIDENTIAL CARE ELDERLY,345920116,LUXURY LIVING ASSISTED CARE,"NAGY, GINGER","NAGY, GINGER",(916) 402-1275,7432 ANTELOPE RD.,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,7/29/2024,,5252025
7578,RESIDENTIAL CARE ELDERLY,345002993,MAHALOHA CARE LLC,MAHALOHA CARE LLC,"RIVERA, GERALD JOHN G.",(916) 910-9652,8223 TWIN OAKS AVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,5/1/2023,,5252025
7982,RESIDENTIAL CARE ELDERLY,342700801,MINNESOTA HOME CARE,"OKYERE, VERA A.","OKYERE, VERA A.",(916) 729-9461,7448 MINNESOTA DR.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,ON PROBATION,1/7/2021,,5252025
8062,RESIDENTIAL CARE ELDERLY,345920306,MOM & POPS LOVING NEST,MOM & POPS LOVING NEST LLC.,"MIHAI, CLAUDIA",(916) 910-9779,7800 CLAYPOOL WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,PENDING,,,5252025
8312,RESIDENTIAL CARE ELDERLY,342700237,NELLIE'S ANGELS HOME CARE,NELLIE'S ANGELS HOME CARE LLC,NELLIE JOHNSON,(916) 729-7648,6730 SKYLANE DRIVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,9,LICENSED,1/12/2018,,5252025
8627,RESIDENTIAL CARE ELDERLY,342700963,"OARS AT GREENBACK LANE, THE","OARS SENIOR LIVING, INC., THE",CHRISTAL ANDERSON,(916) 212-0388,6550 GREENBACK LANE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,57,LICENSED,2/19/2021,,5252025
8710,RESIDENTIAL CARE ELDERLY,345003010,OHANA CARE HOME,OHANA CARE HOME LLC,"MITITI, DAN",(916) 725-8784,8254 MOSS OAK AVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,6/13/2023,,5252025
8723,RESIDENTIAL CARE ELDERLY,345002864,OLD RANCH VILLA,LOVING CARE SENIOR LIVING LLC,"RONSTADT, STEVEN",(279) 252-0095,8312 BLAYDEN CT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,2/9/2022,,5252025
9230,RESIDENTIAL CARE ELDERLY,347000878,PHYLLIS' CARE HOME,"JAR, ALINA","JAR, ALINA",(916) 722-0824,6924 LE HAVRE WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,8/19/1998,,5252025
9320,RESIDENTIAL CARE ELDERLY,347004430,POPO'S PLACE,"MILES ENTERPRISE, LLC",RACHEL MILES,(916) 961-6248,7672 EASTGATE AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,4/12/2010,,5252025
9540,RESIDENTIAL CARE ELDERLY,345920117,RAI ANGELS,RAI ANGELS LLC,"RAI, BALWINDER",(916) 735-5610,6613 TRILBY CT.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,5/14/2024,,5252025
9588,RESIDENTIAL CARE ELDERLY,345920183,RC PREMIER VILLA 1,RC PREMIER VILLA 1 INCORPORATED,"CABRERA, ZADEL",(925) 567-8181,8134 ROBERT CREEK COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,12/20/2024,,5252025
9589,RESIDENTIAL CARE ELDERLY,345920184,RC PREMIER VILLA II,RC PREMIER VILLA II INCORPORATED,"CABRERA, ZADEL",(925) 567-8181,8138 ROBERT CREEK COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,12/20/2024,,5252025
9800,RESIDENTIAL CARE ELDERLY,342700877,ROBERT CREEK VILLA I,ROBERT CREEK VILLA INC.,"SBINGU, ADINA",(916) 723-8110,8135 ROBERT CREEK VILLA COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/21/2020,,5252025
10384,RESIDENTIAL CARE ELDERLY,345920134,SERENE RESIDENTIAL LIVING,CATHY MARVOS,"SEGUBAN, LIZA",(530) 409-9297,7125 BRAYTON AVE,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,10/1/2024,,5252025
10487,RESIDENTIAL CARE ELDERLY,347003229,SHADY OAKS CARE HOME,FORTUNATA REBOJA,MARJORIE REBOJA,(916) 723-4911,7209 CROSS DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,5,LICENSED,3/8/2006,,5252025
10548,RESIDENTIAL CARE ELDERLY,342700273,SIDNEY HOME CARE,RAISA OSELSKY,"OSELSKY, RAISA",(916) 560-3148,7332 SIDNEY DRIVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/8/2018,,5252025
10825,RESIDENTIAL CARE ELDERLY,345920099,SPRING AZURE SENIOR CARE,SHDC PROPERTIES LLC,"CHUA-HARRIS, CHRISTINE DYA",(916) 579-9222,6924 OAK SPRING WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,2/13/2024,,5252025
10948,RESIDENTIAL CARE ELDERLY,345920115,STONERIDGE CARE HOME,STONERIDGE CARE HOME INC.,"MUBEEZI, VIOLET",(916) 745-4659,7551 STONERIDGE WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,6/21/2024,,5252025
11077,RESIDENTIAL CARE ELDERLY,347003628,SUGAR MAPLE CARE HOME,"SOTEA, FLORICA","SOTEA, FLORICA",(916) 222-2022,6737 SUGAR MAPLE WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/1/2007,,5252025
11136,RESIDENTIAL CARE ELDERLY,347004635,SUNFLOWER'S HOME,"MITITI, MELANIA","MITITI, MELANIA",(916) 560-3699,8429 SUNRISE BLVD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/21/2011,,5252025
11142,RESIDENTIAL CARE ELDERLY,342700891,SUNGARDEN VILLA I,ASSISTED CARE EXPERTS INC.,"TAKHAR, ARMINDER",(916) 560-3171,7523 FIREWEED CIRCLE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/24/2020,,5252025
11144,RESIDENTIAL CARE ELDERLY,342700897,SUNGARDEN VILLA II,ASSISTED CARE EXPERTS INC,"ROBINSON, CURTIS",(916) 560-3162,8381 BUNCHBERRY CT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/30/2020,,5252025
11146,RESIDENTIAL CARE ELDERLY,342700890,SUNGARDEN VILLA III,ASSISTED CARE EXPERTS INC.,ARMINDER TAKHAR,(916) 560-8849,8371 BUNCHBERRY CT.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,11/18/2020,,5252025
11149,RESIDENTIAL CARE ELDERLY,345920280,SUNGARDEN VILLA VI,ASSISTED CARE EXPERTS INC.,"TAKHAR, ARMINDER",(510) 461-2926,8113 GLEN CREEK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,PENDING,,,5252025
11252,RESIDENTIAL CARE ELDERLY,345920097,SUNRISE RANCH CARE HOME,GLOBAL HEALTH CARE ALLIANCE LLC,"UGBO, BLESSING",(916) 633-6662,8225 EVA RETTA CT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,5/23/2024,,5252025
11253,RESIDENTIAL CARE ELDERLY,347004534,SUNRISE RESIDENTIAL CARE SERVICES INC. #4,SUNRISE RESIDENTIAL CARE SERVICES INC.,MAYE DICKEY,(916) 560-3525,7233 CAMEL ROCK WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,4,LICENSED,10/19/2010,,5252025
11256,RESIDENTIAL CARE ELDERLY,345002828,SUNRISE SENIOR CARE,"A LOVING AND JOYFUL HOME RCFE, LLC","HEYDON, ANITA",(916) 745-4167,6729 SUGAR MAPLE WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,10/15/2021,,5252025
11272,RESIDENTIAL CARE ELDERLY,345920136,"SUNRISE VILLAGE LLC, THE","SUNRISE VILLAGE LLC, THE",VALENTINA CIORNEA,(916) 846-1601,7948 SUNRISE BLVD,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,4/4/2024,,5252025
11690,RESIDENTIAL CARE ELDERLY,345002953,TUSCAN PALMS HOME CARE LLC,TUSCAN PALMS HOME CARE LLC,"TIMIS, ALEXANDRU VICTOR",(916) 370-5947,7921 ALMA MESA WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,2/14/2023,,5252025
11709,RESIDENTIAL CARE ELDERLY,345920114,TWIN OAKS HOME CARE ASSISTANCE,TWIN OAKS HOME CARE ASSISTANCE LLC,"STOICA, FLOAREA FIROANA",(916) 560-3447,7770 TWIN OAKS AVE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,5/20/2024,,5252025
12130,RESIDENTIAL CARE ELDERLY,342700524,VRETCHEN MARIE CARE,"GARCIA, VRETCHEN MARIE JOSON","GARCIA, VRETCHEN MARIE J",(916) 242-8999,7232 CIRCLET WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,9/30/2019,,5252025
12334,RESIDENTIAL CARE ELDERLY,345920073,WHOLESOME ELDERLY ON MAR VISTA,"WHOLESOME ELDERLY CARE HOMES, LLC","RAMIREZ, JUAN",(916) 678-0268,7401 MAR VISTA WAY,CITRUS HEIGHTS,CA,95621,SACRAMENTO,59,6,LICENSED,3/7/2024,,5252025
12335,RESIDENTIAL CARE ELDERLY,345920074,WHOLESOME ELDERLY ON MATHIS,"WHOLESOME ELDERLY CARE HOMES, LLC",JUAN RAMIREZ,(916) 678-0268,7131 MATHIS COURT,CITRUS HEIGHTS,CA,95610,SACRAMENTO,59,6,LICENSED,5/3/2024,,5252025
